"10.22.2024","00.00.29","Mining","LAPIS_LAZULI","-25","28.3381","Vault","HatMonkeyClan"
"10.22.2024","00.00.34","Mining","REDSTONE","-30","68.9984","Vault","HatMonkeyClan"
"10.22.2024","00.01.23","Mining","GOLD_INGOT","-5","75.0","Vault","HatMonkeyClan"
"10.22.2024","00.09.13","Mining","EMERALD","-30","2565.6087","Vault","SuitNtieRbbt"
"10.22.2024","00.12.33","Mining","GOLD_INGOT","-11","165.0","Vault","Josef_Mengelol"
"10.22.2024","00.14.55","Mining","AMETHYST_SHARD","-64","662.5579","Vault","Pota_the_Tato"
"10.22.2024","00.14.55","Mining","AMETHYST_SHARD","-36","371.1033","Vault","Pota_the_Tato"
"10.22.2024","00.15.44","Mining","AMETHYST_SHARD","-60","615.9915","Vault","Pota_the_Tato"
"10.22.2024","00.16.13","Mining","AMETHYST_SHARD","-16","163.737","Vault","Pota_the_Tato"
"10.22.2024","00.17.33","Mining","AMETHYST_SHARD","-64","652.745","Vault","eejit325"
"10.22.2024","00.17.33","Mining","AMETHYST_SHARD","-64","649.2484","Vault","eejit325"
"10.22.2024","00.17.33","Mining","AMETHYST_SHARD","-64","645.789","Vault","eejit325"
"10.22.2024","00.17.33","Mining","AMETHYST_SHARD","-64","642.3664","Vault","eejit325"
"10.22.2024","00.17.33","Mining","AMETHYST_SHARD","-64","638.9798","Vault","eejit325"
"10.22.2024","00.17.34","Mining","AMETHYST_SHARD","-64","635.6287","Vault","eejit325"
"10.22.2024","00.17.34","Mining","AMETHYST_SHARD","-64","632.3126","Vault","eejit325"
"10.22.2024","00.17.34","Mining","AMETHYST_SHARD","-64","629.0309","Vault","eejit325"
"10.22.2024","00.17.34","Mining","AMETHYST_SHARD","-64","625.7831","Vault","eejit325"
"10.22.2024","00.17.34","Mining","AMETHYST_SHARD","-64","622.5686","Vault","eejit325"
"10.22.2024","00.17.34","Mining","AMETHYST_SHARD","-64","619.387","Vault","eejit325"
"10.22.2024","00.17.35","Mining","AMETHYST_SHARD","-64","616.2378","Vault","eejit325"
"10.22.2024","00.17.35","Mining","AMETHYST_SHARD","-64","613.1204","Vault","eejit325"
"10.22.2024","00.17.35","Mining","AMETHYST_SHARD","-64","610.0345","Vault","eejit325"
"10.22.2024","00.17.35","Mining","AMETHYST_SHARD","-24","227.9736","Vault","eejit325"
"10.22.2024","00.18.02","Mining","AMETHYST_SHARD","-4","37.954","Vault","eejit325"
"10.22.2024","00.24.42","Mining","AMETHYST_SHARD","-64","639.085","Vault","eejit325"
"10.22.2024","00.24.42","Mining","AMETHYST_SHARD","-64","635.7329","Vault","eejit325"
"10.22.2024","00.24.43","Mining","AMETHYST_SHARD","-64","632.4157","Vault","eejit325"
"10.22.2024","00.24.43","Mining","AMETHYST_SHARD","-64","629.1329","Vault","eejit325"
"10.22.2024","00.24.43","Mining","AMETHYST_SHARD","-64","625.8841","Vault","eejit325"
"10.22.2024","00.24.43","Mining","AMETHYST_SHARD","-64","622.6686","Vault","eejit325"
"10.22.2024","00.24.44","Mining","AMETHYST_SHARD","-64","619.486","Vault","eejit325"
"10.22.2024","00.24.44","Mining","AMETHYST_SHARD","-64","616.3357","Vault","eejit325"
"10.22.2024","00.24.44","Mining","AMETHYST_SHARD","-64","613.2174","Vault","eejit325"
"10.22.2024","00.24.44","Mining","AMETHYST_SHARD","-64","610.1304","Vault","eejit325"
"10.22.2024","00.24.44","Mining","AMETHYST_SHARD","-64","607.0744","Vault","eejit325"
"10.22.2024","00.24.45","Mining","AMETHYST_SHARD","-64","604.0488","Vault","eejit325"
"10.22.2024","00.24.45","Mining","AMETHYST_SHARD","-64","601.0532","Vault","eejit325"
"10.22.2024","00.24.45","Mining","AMETHYST_SHARD","-56","523.4875","Vault","eejit325"
"10.22.2024","00.38.17","Mining","GOLD_INGOT","-32","480.0","Vault","Josef_Mengelol"
"10.22.2024","00.38.17","Mining","GOLD_INGOT","-32","480.0","Vault","Josef_Mengelol"
"10.22.2024","00.38.17","Mining","GOLD_INGOT","-2","30.0","Vault","Josef_Mengelol"
"10.22.2024","00.46.19","Mining","EMERALD","-56","4511.4981","Vault","SuitNtieRbbt"
"10.22.2024","00.52.50","Mining","AMETHYST_SHARD","-64","785.549","Vault","Pota_the_Tato"
"10.22.2024","00.52.50","Mining","AMETHYST_SHARD","-64","780.4904","Vault","Pota_the_Tato"
